toi,tfopwg_disp,pl_tranmid,st_tmag,st_logg,TESS Mag,tfopwg_disp_encoded,ratio_eqt_teff,ratio_pl_orbper,ratio_pl_eqt,st_mass_est,log_pl_rade,log_pl_eqt,log_pl_orbper,log_TSM,log_st_teff,log_st_rad,log_Predicted Mass (M_Earth),log_pl_trandurh,log_pl_trandep,log_pl_insol,log_st_dist,log_ESM,log_ratio_pl_st_rad,log_ratio_rade_eqt
120.01,CP,2458332.083,7.1062,3.77,7.1062,1,0.2376066499849238,1.0590139970457069,0.0093829310971371,1.329021101663291,2.581413688828056,7.172361733630664,2.5285307946154107,5.43851399704132,8.608915122969181,1.249245360388394,4.520483377820898,2.2571648343094926,7.7794277195112205,6.324279223449558,4.38912885409954,4.390738575275903,1.5913680437734712,-4.668756510247743
122.01,CP,2458329.119,13.084,4.9581,13.084,1,0.1299739734388264,0.5188576050157999,0.0061095745637118,0.3697007369014041,1.290547568514067,6.0690125548344005,1.8046810416339742,4.216562194946349,8.107418811719974,0.288275646251992,2.135349173618132,0.7930084882527755,8.686788833998515,2.2164076118529703,4.145005990357544,1.4350845252893227,2.0650355212032583,-5.0977344736057555
123.01,CP,2460175.035,7.87598,4.27166,7.87598,1,0.5145442791670096,7.551225890276544,0.0078474246206509,4.679451553116497,3.2575656278828626,8.066207568006263,1.46068084091533,6.510853401534461,8.73052880173936,1.2864740258376797,5.762051382780177,1.9620646735262635,8.463159302923751,9.745411679206308,5.0906656940017445,6.020052003959894,2.255149077865706,-4.847442452595204
125.01,CP,2460206.744,10.1985,4.47072,10.1985,1,0.2605743111640329,0.5737426649706058,0.0019872598644919,0.7789152811423786,1.2998891640024763,7.203405521083095,1.7319596758970581,4.055257173514054,8.54772239645106,0.6151856390902335,2.157559320943788,1.3107622985074538,6.88653164253051,6.294845248728996,4.719025518306495,1.8718021769015913,1.1441807271479314,-6.2204954627451965
125.02,CP,2460202.05,10.1985,4.47072,10.1985,1,0.1377570818514246,0.2861962174138325,0.0036902957694502,0.7789152811423786,1.2865044121163436,6.566672429803241,2.317960463849012,3.8110970868381857,8.54772239645106,0.6151856390902335,2.130609828254235,1.2404011609394874,7.00488198971286,3.7672099275198914,4.719025518306495,1.4350845252893227,1.1257343790665642,-5.601777725538327
125.03,CP,2460181.147,10.1985,4.47072,10.1985,1,0.1090415211274657,0.1274759569841449,0.0045323309527894,0.7789152811423786,1.2661501024693154,6.333279628139691,3.043644476237528,3.520460802488973,8.54772239645106,0.6151856390902335,2.0881534822818573,1.3147983594148207,6.813444599510896,2.867063325774739,4.719025518306495,0.9162907318741551,1.0975010256922737,-5.396298300028364
126.01,KP,2458326.731,12.7923,4.35036,12.7923,1,0.2302627447000064,4.543442118493362,0.0104143866720168,0.9394558645807206,2.6940295900861573,7.189349642629466,1.3951048594423878,4.722953221644475,8.657302899400882,0.7286301478052769,4.8307108619020225,1.3340711081390684,9.683489800502779,6.589967101508631,6.352676433540825,3.756538102587751,2.5542769108605348,-4.564471078504527
127.01,CP,2458325.651,14.1266,4.438,14.1266,1,0.1536048811175219,2.7206193524848303,0.019633609839479,0.1983253332304899,2.4271152621329755,6.267092597933122,1.5676816899921382,4.995183189537334,8.138856750696325,0.36836672787891417,4.343805421853684,1.1051950745129744,10.864369054884287,2.948810127551709,4.950354363211326,3.580737295494233,3.1435238539979955,-3.9304614618152875
129.01,CP,2460205.647,9.9005,4.49914,9.9005,1,0.2944609248117563,6.031044993083398,0.0044788104328204,0.6725349612712462,1.9338798312425658,7.186864491000114,0.6835876333409057,5.804230945953007,8.408939605975984,0.5678112560133929,3.4173987610001633,0.43210937595545773,8.728975231864577,6.580032718360003,4.139725747817978,4.697749367281185,2.046371531403168,-5.4081745475531
130.01,CP,2458336.558,7.4371,4.438,7.4371,1,0.1337327108131371,0.1601428834104828,0.0027274158426729,1.2935230438706338,1.192807695829087,6.736897000157472,2.7304125821114074,4.309455941839047,8.74778096561968,0.7595995410131652,1.9315214116032138,1.7239219835971624,5.975423289343831,4.785438376066812,4.070471863410543,1.667706820558076,0.7025462671717267,-5.904034115620558
132.01,CP,2458326.903,10.8061,4.55383,10.8061,1,0.2264978952535699,1.6673452668949438,0.0027375772725652,1.155480257705795,1.5079753011778256,7.159231685255011,1.13452140273012,4.231203744939298,8.643649615368796,0.6631033507115262,2.579458966729223,1.138179992895076,7.188084675893375,6.469578965420555,5.10399205206235,2.4423470353692043,1.3187893037315817,-5.900316737025137
